"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06065043313","CA","06065043313","=""06065043313""","33.42","2017-2021","2020","Census","California (State)"
"Census Tract","06065043314","CA","06065043314","=""06065043314""","13.30","2017-2021","2020","Census","California (State)"
"Census Tract","06065043315","CA","06065043315","=""06065043315""","13.61","2017-2021","2020","Census","California (State)"
"Census Tract","06065043316","CA","06065043316","=""06065043316""","6.63","2017-2021","2020","Census","California (State)"
"Census Tract","06065043318","CA","06065043318","=""06065043318""","19.71","2017-2021","2020","Census","California (State)"
"Census Tract","06065043319","CA","06065043319","=""06065043319""","17.87","2017-2021","2020","Census","California (State)"
"Census Tract","06065043401","CA","06065043401","=""06065043401""","39.39","2017-2021","2020","Census","California (State)"
"Census Tract","06065043403","CA","06065043403","=""06065043403""","26.68","2017-2021","2020","Census","California (State)"
"Census Tract","06065043404","CA","06065043404","=""06065043404""","20.85","2017-2021","2020","Census","California (State)"
"Census Tract","06065043405","CA","06065043405","=""06065043405""","35.96","2017-2021","2020","Census","California (State)"
"Census Tract","06065043503","CA","06065043503","=""06065043503""","10.96","2017-2021","2020","Census","California (State)"
"Census Tract","06065043505","CA","06065043505","=""06065043505""","22.37","2017-2021","2020","Census","California (State)"
"Census Tract","06065043506","CA","06065043506","=""06065043506""","15.85","2017-2021","2020","Census","California (State)"
"Census Tract","06065043509","CA","06065043509","=""06065043509""","26.91","2017-2021","2020","Census","California (State)"
"Census Tract","06065043512","CA","06065043512","=""06065043512""","9.28","2017-2021","2020","Census","California (State)"
"Census Tract","06065043513","CA","06065043513","=""06065043513""","12.92","2017-2021","2020","Census","California (State)"
"Census Tract","06065043517","CA","06065043517","=""06065043517""","16.99","2017-2021","2020","Census","California (State)"
"Census Tract","06065043518","CA","06065043518","=""06065043518""","16.82","2017-2021","2020","Census","California (State)"
"Census Tract","06065043519","CA","06065043519","=""06065043519""","8.94","2017-2021","2020","Census","California (State)"
"Census Tract","06065043520","CA","06065043520","=""06065043520""","8.99","2017-2021","2020","Census","California (State)"
"Census Tract","06065043521","CA","06065043521","=""06065043521""","26.86","2017-2021","2020","Census","California (State)"
"Census Tract","06065043522","CA","06065043522","=""06065043522""","22.74","2017-2021","2020","Census","California (State)"
"Census Tract","06065043523","CA","06065043523","=""06065043523""","36.49","2017-2021","2020","Census","California (State)"
"Census Tract","06065043524","CA","06065043524","=""06065043524""","13.68","2017-2021","2020","Census","California (State)"
"Census Tract","06065043601","CA","06065043601","=""06065043601""","45.11","2017-2021","2020","Census","California (State)"
"Census Tract","06065043602","CA","06065043602","=""06065043602""","18.94","2017-2021","2020","Census","California (State)"
"Census Tract","06065043701","CA","06065043701","=""06065043701""","21.18","2017-2021","2020","Census","California (State)"
"Census Tract","06065043702","CA","06065043702","=""06065043702""","9.19","2017-2021","2020","Census","California (State)"
"Census Tract","06065043703","CA","06065043703","=""06065043703""","22.97","2017-2021","2020","Census","California (State)"
"Census Tract","06065043802","CA","06065043802","=""06065043802""","14.36","2017-2021","2020","Census","California (State)"
"Census Tract","06065043807","CA","06065043807","=""06065043807""","28.88","2017-2021","2020","Census","California (State)"
"Census Tract","06065043809","CA","06065043809","=""06065043809""","3.97","2017-2021","2020","Census","California (State)"
"Census Tract","06065043810","CA","06065043810","=""06065043810""","1.90","2017-2021","2020","Census","California (State)"
"Census Tract","06065043812","CA","06065043812","=""06065043812""","0.78","2017-2021","2020","Census","California (State)"
"Census Tract","06065043813","CA","06065043813","=""06065043813""","14.69","2017-2021","2020","Census","California (State)"
"Census Tract","06065043818","CA","06065043818","=""06065043818""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065043820","CA","06065043820","=""06065043820""","2.42","2017-2021","2020","Census","California (State)"
"Census Tract","06065043821","CA","06065043821","=""06065043821""","20.30","2017-2021","2020","Census","California (State)"
"Census Tract","06065043822","CA","06065043822","=""06065043822""","11.39","2017-2021","2020","Census","California (State)"
"Census Tract","06065043823","CA","06065043823","=""06065043823""","12.79","2017-2021","2020","Census","California (State)"
"Census Tract","06065043824","CA","06065043824","=""06065043824""","2.72","2017-2021","2020","Census","California (State)"
"Census Tract","06065043900","CA","06065043900","=""06065043900""","10.43","2017-2021","2020","Census","California (State)"
"Census Tract","06065044000","CA","06065044000","=""06065044000""","31.51","2017-2021","2020","Census","California (State)"
"Census Tract","06065044101","CA","06065044101","=""06065044101""","24.52","2017-2021","2020","Census","California (State)"
"Census Tract","06065044102","CA","06065044102","=""06065044102""","27.69","2017-2021","2020","Census","California (State)"
"Census Tract","06065044103","CA","06065044103","=""06065044103""","9.83","2017-2021","2020","Census","California (State)"
"Census Tract","06065044104","CA","06065044104","=""06065044104""","12.26","2017-2021","2020","Census","California (State)"
"Census Tract","06065044200","CA","06065044200","=""06065044200""","36.65","2017-2021","2020","Census","California (State)"
"Census Tract","06065044300","CA","06065044300","=""06065044300""","19.39","2017-2021","2020","Census","California (State)"
"Census Tract","06065044403","CA","06065044403","=""06065044403""","9.01","2017-2021","2020","Census","California (State)"
"Census Tract","06065044404","CA","06065044404","=""06065044404""","3.92","2017-2021","2020","Census","California (State)"
"Census Tract","06065044405","CA","06065044405","=""06065044405""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065044406","CA","06065044406","=""06065044406""","7.65","2017-2021","2020","Census","California (State)"
"Census Tract","06065044407","CA","06065044407","=""06065044407""","8.03","2017-2021","2020","Census","California (State)"
"Census Tract","06065044505","CA","06065044505","=""06065044505""","26.75","2017-2021","2020","Census","California (State)"
"Census Tract","06065044507","CA","06065044507","=""06065044507""","34.22","2017-2021","2020","Census","California (State)"
"Census Tract","06065044509","CA","06065044509","=""06065044509""","41.95","2017-2021","2020","Census","California (State)"
"Census Tract","06065044510","CA","06065044510","=""06065044510""","34.70","2017-2021","2020","Census","California (State)"
"Census Tract","06065044515","CA","06065044515","=""06065044515""","21.19","2017-2021","2020","Census","California (State)"
"Census Tract","06065044516","CA","06065044516","=""06065044516""","19.34","2017-2021","2020","Census","California (State)"
"Census Tract","06065044517","CA","06065044517","=""06065044517""","8.56","2017-2021","2020","Census","California (State)"
"Census Tract","06065044518","CA","06065044518","=""06065044518""","17.16","2017-2021","2020","Census","California (State)"
"Census Tract","06065044520","CA","06065044520","=""06065044520""","1.87","2017-2021","2020","Census","California (State)"
"Census Tract","06065044521","CA","06065044521","=""06065044521""","25.77","2017-2021","2020","Census","California (State)"
"Census Tract","06065044523","CA","06065044523","=""06065044523""","12.68","2017-2021","2020","Census","California (State)"
"Census Tract","06065044524","CA","06065044524","=""06065044524""","23.68","2017-2021","2020","Census","California (State)"
"Census Tract","06065044602","CA","06065044602","=""06065044602""","1.11","2017-2021","2020","Census","California (State)"
"Census Tract","06065044604","CA","06065044604","=""06065044604""","5.56","2017-2021","2020","Census","California (State)"
"Census Tract","06065044605","CA","06065044605","=""06065044605""","9.98","2017-2021","2020","Census","California (State)"
"Census Tract","06065044606","CA","06065044606","=""06065044606""","19.47","2017-2021","2020","Census","California (State)"
"Census Tract","06065044701","CA","06065044701","=""06065044701""","12.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065044702","CA","06065044702","=""06065044702""","6.08","2017-2021","2020","Census","California (State)"
"Census Tract","06065044804","CA","06065044804","=""06065044804""","7.84","2017-2021","2020","Census","California (State)"
"Census Tract","06065044805","CA","06065044805","=""06065044805""","5.08","2017-2021","2020","Census","California (State)"
"Census Tract","06065044806","CA","06065044806","=""06065044806""","6.68","2017-2021","2020","Census","California (State)"
"Census Tract","06065044807","CA","06065044807","=""06065044807""","13.24","2017-2021","2020","Census","California (State)"
"Census Tract","06065044904","CA","06065044904","=""06065044904""","12.06","2017-2021","2020","Census","California (State)"
"Census Tract","06065044907","CA","06065044907","=""06065044907""","19.20","2017-2021","2020","Census","California (State)"
"Census Tract","06065044911","CA","06065044911","=""06065044911""","12.85","2017-2021","2020","Census","California (State)"
"Census Tract","06065044916","CA","06065044916","=""06065044916""","27.25","2017-2021","2020","Census","California (State)"
"Census Tract","06065044917","CA","06065044917","=""06065044917""","1.86","2017-2021","2020","Census","California (State)"
"Census Tract","06065044918","CA","06065044918","=""06065044918""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065044919","CA","06065044919","=""06065044919""","2.67","2017-2021","2020","Census","California (State)"
"Census Tract","06065044921","CA","06065044921","=""06065044921""","0.99","2017-2021","2020","Census","California (State)"
"Census Tract","06065044922","CA","06065044922","=""06065044922""","1.41","2017-2021","2020","Census","California (State)"
"Census Tract","06065044923","CA","06065044923","=""06065044923""","1.36","2017-2021","2020","Census","California (State)"
"Census Tract","06065044924","CA","06065044924","=""06065044924""","7.79","2017-2021","2020","Census","California (State)"
"Census Tract","06065044925","CA","06065044925","=""06065044925""","7.83","2017-2021","2020","Census","California (State)"
"Census Tract","06065044926","CA","06065044926","=""06065044926""","11.74","2017-2021","2020","Census","California (State)"
"Census Tract","06065044927","CA","06065044927","=""06065044927""","11.67","2017-2021","2020","Census","California (State)"
"Census Tract","06065044928","CA","06065044928","=""06065044928""","0.61","2017-2021","2020","Census","California (State)"
"Census Tract","06065044929","CA","06065044929","=""06065044929""","3.01","2017-2021","2020","Census","California (State)"
"Census Tract","06065044930","CA","06065044930","=""06065044930""","29.48","2017-2021","2020","Census","California (State)"
"Census Tract","06065044931","CA","06065044931","=""06065044931""","4.15","2017-2021","2020","Census","California (State)"
"Census Tract","06065044932","CA","06065044932","=""06065044932""","11.67","2017-2021","2020","Census","California (State)"
"Census Tract","06065044933","CA","06065044933","=""06065044933""","29.12","2017-2021","2020","Census","California (State)"
"Census Tract","06065044934","CA","06065044934","=""06065044934""","33.90","2017-2021","2020","Census","California (State)"
"Census Tract","06065045000","CA","06065045000","=""06065045000""","21.13","2017-2021","2020","Census","California (State)"
"Census Tract","06065045103","CA","06065045103","=""06065045103""","3.35","2017-2021","2020","Census","California (State)"
"Census Tract","06065045109","CA","06065045109","=""06065045109""","6.84","2017-2021","2020","Census","California (State)"
"Census Tract","06065045110","CA","06065045110","=""06065045110""","8.17","2017-2021","2020","Census","California (State)"
"Census Tract","06065045114","CA","06065045114","=""06065045114""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065045115","CA","06065045115","=""06065045115""","3.62","2017-2021","2020","Census","California (State)"
"Census Tract","06065045116","CA","06065045116","=""06065045116""","6.74","2017-2021","2020","Census","California (State)"
"Census Tract","06065045117","CA","06065045117","=""06065045117""","14.62","2017-2021","2020","Census","California (State)"
"Census Tract","06065045118","CA","06065045118","=""06065045118""","10.69","2017-2021","2020","Census","California (State)"
"Census Tract","06065045119","CA","06065045119","=""06065045119""","7.53","2017-2021","2020","Census","California (State)"
"Census Tract","06065045120","CA","06065045120","=""06065045120""","4.73","2017-2021","2020","Census","California (State)"
"Census Tract","06065045122","CA","06065045122","=""06065045122""","2.94","2017-2021","2020","Census","California (State)"
"Census Tract","06065045123","CA","06065045123","=""06065045123""","4.46","2017-2021","2020","Census","California (State)"
"Census Tract","06065045124","CA","06065045124","=""06065045124""","17.07","2017-2021","2020","Census","California (State)"
"Census Tract","06065045125","CA","06065045125","=""06065045125""","3.07","2017-2021","2020","Census","California (State)"
"Census Tract","06065045126","CA","06065045126","=""06065045126""","8.82","2017-2021","2020","Census","California (State)"
"Census Tract","06065045127","CA","06065045127","=""06065045127""","26.86","2017-2021","2020","Census","California (State)"
"Census Tract","06065045128","CA","06065045128","=""06065045128""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065045129","CA","06065045129","=""06065045129""","4.18","2017-2021","2020","Census","California (State)"
"Census Tract","06065045207","CA","06065045207","=""06065045207""","25.99","2017-2021","2020","Census","California (State)"
"Census Tract","06065045209","CA","06065045209","=""06065045209""","27.18","2017-2021","2020","Census","California (State)"
"Census Tract","06065045212","CA","06065045212","=""06065045212""","2.87","2017-2021","2020","Census","California (State)"
"Census Tract","06065045213","CA","06065045213","=""06065045213""","6.09","2017-2021","2020","Census","California (State)"
"Census Tract","06065045214","CA","06065045214","=""06065045214""","2.82","2017-2021","2020","Census","California (State)"
"Census Tract","06065045216","CA","06065045216","=""06065045216""","2.52","2017-2021","2020","Census","California (State)"
"Census Tract","06065045217","CA","06065045217","=""06065045217""","10.66","2017-2021","2020","Census","California (State)"
"Census Tract","06065045222","CA","06065045222","=""06065045222""","1.88","2017-2021","2020","Census","California (State)"
"Census Tract","06065045224","CA","06065045224","=""06065045224""","11.53","2017-2021","2020","Census","California (State)"
"Census Tract","06065045226","CA","06065045226","=""06065045226""","10.69","2017-2021","2020","Census","California (State)"
"Census Tract","06065045228","CA","06065045228","=""06065045228""","12.81","2017-2021","2020","Census","California (State)"
"Census Tract","06065045233","CA","06065045233","=""06065045233""","6.16","2017-2021","2020","Census","California (State)"
"Census Tract","06065045234","CA","06065045234","=""06065045234""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065045235","CA","06065045235","=""06065045235""","11.58","2017-2021","2020","Census","California (State)"
"Census Tract","06065045302","CA","06065045302","=""06065045302""","9.20","2017-2021","2020","Census","California (State)"
"Census Tract","06065045303","CA","06065045303","=""06065045303""","27.97","2017-2021","2020","Census","California (State)"
"Census Tract","06065045305","CA","06065045305","=""06065045305""","12.05","2017-2021","2020","Census","California (State)"
"Census Tract","06065045306","CA","06065045306","=""06065045306""","1.51","2017-2021","2020","Census","California (State)"
"Census Tract","06065045501","CA","06065045501","=""06065045501""","30.15","2017-2021","2020","Census","California (State)"
"Census Tract","06065045502","CA","06065045502","=""06065045502""","26.91","2017-2021","2020","Census","California (State)"
"Census Tract","06065045606","CA","06065045606","=""06065045606""","1.14","2017-2021","2020","Census","California (State)"
"Census Tract","06065045610","CA","06065045610","=""06065045610""","0.70","2017-2021","2020","Census","California (State)"
"Census Tract","06065045611","CA","06065045611","=""06065045611""","2.52","2017-2021","2020","Census","California (State)"
"Census Tract","06065045612","CA","06065045612","=""06065045612""","8.37","2017-2021","2020","Census","California (State)"
"Census Tract","06065045613","CA","06065045613","=""06065045613""","0.19","2017-2021","2020","Census","California (State)"
"Census Tract","06065045614","CA","06065045614","=""06065045614""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065045615","CA","06065045615","=""06065045615""","15.35","2017-2021","2020","Census","California (State)"
"Census Tract","06065045616","CA","06065045616","=""06065045616""","63.59","2017-2021","2020","Census","California (State)"
"Census Tract","06065045617","CA","06065045617","=""06065045617""","10.12","2017-2021","2020","Census","California (State)"
"Census Tract","06065045618","CA","06065045618","=""06065045618""","25.10","2017-2021","2020","Census","California (State)"
"Census Tract","06065045619","CA","06065045619","=""06065045619""","19.11","2017-2021","2020","Census","California (State)"
"Census Tract","06065045703","CA","06065045703","=""06065045703""","28.27","2017-2021","2020","Census","California (State)"
"Census Tract","06065045704","CA","06065045704","=""06065045704""","22.40","2017-2021","2020","Census","California (State)"
"Census Tract","06065045706","CA","06065045706","=""06065045706""","11.92","2017-2021","2020","Census","California (State)"
"Census Tract","06065045707","CA","06065045707","=""06065045707""","14.36","2017-2021","2020","Census","California (State)"
"Census Tract","06065045708","CA","06065045708","=""06065045708""","8.02","2017-2021","2020","Census","California (State)"
"Census Tract","06065045709","CA","06065045709","=""06065045709""","38.79","2017-2021","2020","Census","California (State)"
"Census Tract","06065045900","CA","06065045900","=""06065045900""","19.36","2017-2021","2020","Census","California (State)"
"Census Tract","06065046101","CA","06065046101","=""06065046101""","22.09","2017-2021","2020","Census","California (State)"
"Census Tract","06065046102","CA","06065046102","=""06065046102""","40.65","2017-2021","2020","Census","California (State)"
"Census Tract","06065046103","CA","06065046103","=""06065046103""","21.71","2017-2021","2020","Census","California (State)"
"Census Tract","06065046200","CA","06065046200","=""06065046200""","25.79","2017-2021","2020","Census","California (State)"
"Census Tract","06065046401","CA","06065046401","=""06065046401""","11.66","2017-2021","2020","Census","California (State)"
"Census Tract","06065046402","CA","06065046402","=""06065046402""","23.83","2017-2021","2020","Census","California (State)"
"Census Tract","06065046403","CA","06065046403","=""06065046403""","17.11","2017-2021","2020","Census","California (State)"
"Census Tract","06065046404","CA","06065046404","=""06065046404""","13.73","2017-2021","2020","Census","California (State)"
"Census Tract","06065046405","CA","06065046405","=""06065046405""","9.42","2017-2021","2020","Census","California (State)"
"Census Tract","06065046501","CA","06065046501","=""06065046501""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06065046502","CA","06065046502","=""06065046502""","18.04","2017-2021","2020","Census","California (State)"
"Census Tract","06065046601","CA","06065046601","=""06065046601""","3.21","2017-2021","2020","Census","California (State)"
"Census Tract","06065046602","CA","06065046602","=""06065046602""","6.73","2017-2021","2020","Census","California (State)"
"Census Tract","06065046700","CA","06065046700","=""06065046700""","23.12","2017-2021","2020","Census","California (State)"
"Census Tract","06065046800","CA","06065046800","=""06065046800""","10.41","2017-2021","2020","Census","California (State)"
"Census Tract","06065046900","CA","06065046900","=""06065046900""","13.02","2017-2021","2020","Census","California (State)"
"Census Tract","06065047000","CA","06065047000","=""06065047000""","22.35","2017-2021","2020","Census","California (State)"
"Census Tract","06065047201","CA","06065047201","=""06065047201""","3.24","2017-2021","2020","Census","California (State)"
"Census Tract","06065047202","CA","06065047202","=""06065047202""","5.61","2017-2021","2020","Census","California (State)"
"Census Tract","06065047901","CA","06065047901","=""06065047901""","3.05","2017-2021","2020","Census","California (State)"
"Census Tract","06065047902","CA","06065047902","=""06065047902""","3.13","2017-2021","2020","Census","California (State)"
"Census Tract","06065048100","CA","06065048100","=""06065048100""","0.82","2017-2021","2020","Census","California (State)"
"Census Tract","06065048200","CA","06065048200","=""06065048200""","0.69","2017-2021","2020","Census","California (State)"
"Census Tract","06065048300","CA","06065048300","=""06065048300""","7.97","2017-2021","2020","Census","California (State)"
"Census Tract","06065048700","CA","06065048700","=""06065048700""","13.77","2017-2021","2020","Census","California (State)"
"Census Tract","06065048800","CA","06065048800","=""06065048800""","12.92","2017-2021","2020","Census","California (State)"
"Census Tract","06065048901","CA","06065048901","=""06065048901""","16.82","2017-2021","2020","Census","California (State)"
"Census Tract","06065048902","CA","06065048902","=""06065048902""","22.92","2017-2021","2020","Census","California (State)"
"Census Tract","06065049001","CA","06065049001","=""06065049001""","12.59","2017-2021","2020","Census","California (State)"
"Census Tract","06065049002","CA","06065049002","=""06065049002""","12.46","2017-2021","2020","Census","California (State)"
"Census Tract","06065049101","CA","06065049101","=""06065049101""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065049102","CA","06065049102","=""06065049102""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065049400","CA","06065049400","=""06065049400""","9.42","2017-2021","2020","Census","California (State)"
"Census Tract","06065049501","CA","06065049501","=""06065049501""","15.81","2017-2021","2020","Census","California (State)"
"Census Tract","06065049502","CA","06065049502","=""06065049502""","26.56","2017-2021","2020","Census","California (State)"
"Census Tract","06065049600","CA","06065049600","=""06065049600""","2.41","2017-2021","2020","Census","California (State)"
"Census Tract","06065049701","CA","06065049701","=""06065049701""","0.73","2017-2021","2020","Census","California (State)"
"Census Tract","06065049702","CA","06065049702","=""06065049702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065049800","CA","06065049800","=""06065049800""","12.49","2017-2021","2020","Census","California (State)"
"Census Tract","06065050301","CA","06065050301","=""06065050301""","5.30","2017-2021","2020","Census","California (State)"
"Census Tract","06065050302","CA","06065050302","=""06065050302""","3.79","2017-2021","2020","Census","California (State)"
"Census Tract","06065050401","CA","06065050401","=""06065050401""","0.09","2017-2021","2020","Census","California (State)"
"Census Tract","06065050402","CA","06065050402","=""06065050402""","15.44","2017-2021","2020","Census","California (State)"
"Census Tract","06065050501","CA","06065050501","=""06065050501""","9.49","2017-2021","2020","Census","California (State)"
"Census Tract","06065050502","CA","06065050502","=""06065050502""","3.51","2017-2021","2020","Census","California (State)"
"Census Tract","06065050503","CA","06065050503","=""06065050503""","5.15","2017-2021","2020","Census","California (State)"
"Census Tract","06065050600","CA","06065050600","=""06065050600""","7.69","2017-2021","2020","Census","California (State)"
"Census Tract","06065050701","CA","06065050701","=""06065050701""","5.80","2017-2021","2020","Census","California (State)"
"Census Tract","06065050702","CA","06065050702","=""06065050702""","7.56","2017-2021","2020","Census","California (State)"
"Census Tract","06065050901","CA","06065050901","=""06065050901""","2.28","2017-2021","2020","Census","California (State)"
"Census Tract","06065050902","CA","06065050902","=""06065050902""","6.41","2017-2021","2020","Census","California (State)"
"Census Tract","06065051100","CA","06065051100","=""06065051100""","12.39","2017-2021","2020","Census","California (State)"
"Census Tract","06065051200","CA","06065051200","=""06065051200""","11.66","2017-2021","2020","Census","California (State)"
"Census Tract","06065051301","CA","06065051301","=""06065051301""","17.84","2017-2021","2020","Census","California (State)"
"Census Tract","06065051302","CA","06065051302","=""06065051302""","14.91","2017-2021","2020","Census","California (State)"
"Census Tract","06065051401","CA","06065051401","=""06065051401""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065051402","CA","06065051402","=""06065051402""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065940100","CA","06065940100","=""06065940100""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06065940400","CA","06065940400","=""06065940400""","10.88","2017-2021","2020","Census","California (State)"
"Census Tract","06065940500","CA","06065940500","=""06065940500""","0.70","2017-2021","2020","Census","California (State)"
"Census Tract","06065940600","CA","06065940600","=""06065940600""","1.39","2017-2021","2020","Census","California (State)"
"Census Tract","06065940700","CA","06065940700","=""06065940700""","8.70","2017-2021","2020","Census","California (State)"
"Census Tract","06065940800","CA","06065940800","=""06065940800""","3.09","2017-2021","2020","Census","California (State)"
"Census Tract","06065940900","CA","06065940900","=""06065940900""","1.33","2017-2021","2020","Census","California (State)"
"Census Tract","06065941001","CA","06065941001","=""06065941001""","3.55","2017-2021","2020","Census","California (State)"
"Census Tract","06065941002","CA","06065941002","=""06065941002""","5.64","2017-2021","2020","Census","California (State)"
"Census Tract","06065941100","CA","06065941100","=""06065941100""","5.42","2017-2021","2020","Census","California (State)"
"Census Tract","06065941200","CA","06065941200","=""06065941200""","3.29","2017-2021","2020","Census","California (State)"
"Census Tract","06065941300","CA","06065941300","=""06065941300""","6.68","2017-2021","2020","Census","California (State)"
"Census Tract","06065941400","CA","06065941400","=""06065941400""","5.35","2017-2021","2020","Census","California (State)"
"Census Tract","06065941500","CA","06065941500","=""06065941500""","9.83","2017-2021","2020","Census","California (State)"
"Census Tract","06065980004","CA","06065980004","=""06065980004""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06065981000","CA","06065981000","=""06065981000""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06067000100","CA","06067000100","=""06067000100""","4.46","2017-2021","2020","Census","California (State)"
"Census Tract","06067000200","CA","06067000200","=""06067000200""","3.97","2017-2021","2020","Census","California (State)"
"Census Tract","06067000300","CA","06067000300","=""06067000300""","1.01","2017-2021","2020","Census","California (State)"
"Census Tract","06067000400","CA","06067000400","=""06067000400""","2.90","2017-2021","2020","Census","California (State)"
"Census Tract","06067000501","CA","06067000501","=""06067000501""","54.29","2017-2021","2020","Census","California (State)"
"Census Tract","06067000502","CA","06067000502","=""06067000502""","3.16","2017-2021","2020","Census","California (State)"
"Census Tract","06067000600","CA","06067000600","=""06067000600""","1.58","2017-2021","2020","Census","California (State)"
"Census Tract","06067000700","CA","06067000700","=""06067000700""","41.76","2017-2021","2020","Census","California (State)"
"Census Tract","06067000800","CA","06067000800","=""06067000800""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067001102","CA","06067001102","=""06067001102""","18.01","2017-2021","2020","Census","California (State)"
"Census Tract","06067001103","CA","06067001103","=""06067001103""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067001201","CA","06067001201","=""06067001201""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067001202","CA","06067001202","=""06067001202""","15.03","2017-2021","2020","Census","California (State)"
"Census Tract","06067001300","CA","06067001300","=""06067001300""","6.06","2017-2021","2020","Census","California (State)"
"Census Tract","06067001400","CA","06067001400","=""06067001400""","5.13","2017-2021","2020","Census","California (State)"
"Census Tract","06067001500","CA","06067001500","=""06067001500""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067001601","CA","06067001601","=""06067001601""","2.77","2017-2021","2020","Census","California (State)"
"Census Tract","06067001602","CA","06067001602","=""06067001602""","5.55","2017-2021","2020","Census","California (State)"
"Census Tract","06067001701","CA","06067001701","=""06067001701""","10.43","2017-2021","2020","Census","California (State)"
"Census Tract","06067001702","CA","06067001702","=""06067001702""","3.90","2017-2021","2020","Census","California (State)"
"Census Tract","06067001800","CA","06067001800","=""06067001800""","19.02","2017-2021","2020","Census","California (State)"
"Census Tract","06067001900","CA","06067001900","=""06067001900""","11.79","2017-2021","2020","Census","California (State)"
"Census Tract","06067002000","CA","06067002000","=""06067002000""","6.77","2017-2021","2020","Census","California (State)"
"Census Tract","06067002100","CA","06067002100","=""06067002100""","12.94","2017-2021","2020","Census","California (State)"
"Census Tract","06067002200","CA","06067002200","=""06067002200""","20.36","2017-2021","2020","Census","California (State)"
"Census Tract","06067002300","CA","06067002300","=""06067002300""","1.89","2017-2021","2020","Census","California (State)"
"Census Tract","06067002400","CA","06067002400","=""06067002400""","1.20","2017-2021","2020","Census","California (State)"
"Census Tract","06067002500","CA","06067002500","=""06067002500""","4.99","2017-2021","2020","Census","California (State)"
"Census Tract","06067002600","CA","06067002600","=""06067002600""","3.33","2017-2021","2020","Census","California (State)"
"Census Tract","06067002700","CA","06067002700","=""06067002700""","29.18","2017-2021","2020","Census","California (State)"
"Census Tract","06067002800","CA","06067002800","=""06067002800""","28.48","2017-2021","2020","Census","California (State)"
"Census Tract","06067002900","CA","06067002900","=""06067002900""","10.25","2017-2021","2020","Census","California (State)"
"Census Tract","06067003001","CA","06067003001","=""06067003001""","49.82","2017-2021","2020","Census","California (State)"
"Census Tract","06067003002","CA","06067003002","=""06067003002""","1.08","2017-2021","2020","Census","California (State)"
"Census Tract","06067003101","CA","06067003101","=""06067003101""","19.32","2017-2021","2020","Census","California (State)"
"Census Tract","06067003102","CA","06067003102","=""06067003102""","19.24","2017-2021","2020","Census","California (State)"
"Census Tract","06067003202","CA","06067003202","=""06067003202""","20.84","2017-2021","2020","Census","California (State)"
"Census Tract","06067003203","CA","06067003203","=""06067003203""","33.49","2017-2021","2020","Census","California (State)"
"Census Tract","06067003204","CA","06067003204","=""06067003204""","32.99","2017-2021","2020","Census","California (State)"
"Census Tract","06067003300","CA","06067003300","=""06067003300""","2.75","2017-2021","2020","Census","California (State)"
"Census Tract","06067003400","CA","06067003400","=""06067003400""","5.58","2017-2021","2020","Census","California (State)"
"Census Tract","06067003501","CA","06067003501","=""06067003501""","2.06","2017-2021","2020","Census","California (State)"
"Census Tract","06067003502","CA","06067003502","=""06067003502""","7.85","2017-2021","2020","Census","California (State)"
"Census Tract","06067003600","CA","06067003600","=""06067003600""","22.94","2017-2021","2020","Census","California (State)"
"Census Tract","06067003700","CA","06067003700","=""06067003700""","28.40","2017-2021","2020","Census","California (State)"
"Census Tract","06067003800","CA","06067003800","=""06067003800""","14.68","2017-2021","2020","Census","California (State)"
"Census Tract","06067003900","CA","06067003900","=""06067003900""","5.41","2017-2021","2020","Census","California (State)"
"Census Tract","06067004005","CA","06067004005","=""06067004005""","4.12","2017-2021","2020","Census","California (State)"
"Census Tract","06067004006","CA","06067004006","=""06067004006""","6.98","2017-2021","2020","Census","California (State)"
"Census Tract","06067004008","CA","06067004008","=""06067004008""","7.60","2017-2021","2020","Census","California (State)"
"Census Tract","06067004011","CA","06067004011","=""06067004011""","7.50","2017-2021","2020","Census","California (State)"
